dist_km,soc_pct,net_energy_kwh,phase,cum_used_kwh,cum_charged_kwh,charge_kwh,charge_duration_sec,block_id,mode,stop_code,candidate_name,event_type,start_sec,end_sec
103.0,61.6581507584408,347.7519702776061,drive,159.84802972239393,0.0,0.0,0.0,2159904,heavy,,,,,
0.0,90.0,507.6,start,0.0,0.0,0.0,0.0,2159905,heavy,,,,,
9.0,86.9102351196788,490.17372607498845,drive,17.426273925011596,0.0,0.0,0.0,2159905,heavy,,,,,
12.5,86.30559574614315,486.76356000824734,drive,20.836439991752684,0.0,0.0,0.0,2159905,heavy,,,,,
37.0,80.38959941868626,453.39734072139044,drive,54.20265927860957,0.0,0.0,0.0,2159905,heavy,,,,,
59.5,74.49314337364697,420.1413286273689,drive,87.4586713726311,0.0,0.0,0.0,2159905,heavy,,,,,
82.5,68.57714704619008,386.775109340512,drive,120.82489065948799,0.0,0.0,0.0,2159905,heavy,,,,,
104.5,62.6806910011508,353.5190972464905,drive,154.08090275350952,0.0,0.0,0.0,2159905,heavy,,,,,
127.5,56.7646946736939,320.1528779596336,drive,187.44712204036642,0.0,0.0,0.0,2159905,heavy,,,,,
151.5,50.86823862865463,286.8968658656121,drive,220.70313413438794,0.0,0.0,0.0,2159905,heavy,,,,,
175.0,44.95224230119773,253.53064657875518,drive,254.06935342124484,0.0,0.0,0.0,2159905,heavy,,,,,
199.0,39.055786256158456,220.27463448473367,drive,287.32536551526636,0.0,0.0,0.0,2159905,heavy,,,,,
222.0,33.13978992870155,186.90841519787676,drive,320.69158480212326,0.0,0.0,0.0,2159905,heavy,,,,,
248.5,27.24333388366228,153.65240310385525,drive,353.9475968961448,0.0,0.0,0.0,2159905,heavy,,,,,
273.0,21.327337556205382,120.28618381699835,drive,387.3138161830017,0.0,0.0,0.0,2159905,heavy,,,,,
